Player,Nation_code,Age,Pos,Pos_group,Playing Time 90s,weighted_score_norm2,weighted_score_robust_z
Scott McTominay,SCO,26.0,"MF,FW",FWD,21.1,15.155355450236966,-8.428391895444223
Timo Hübers,GER,27.0,DF,DEF,30.9,12.13883495145631,-8.441540962579895
Felix Agu,GER,23.0,"DF,MF",MID,17.9,25.91832402234637,-8.514152839581019
Tiago Tomás,POR,21.0,"FW,MF",FWD,11.5,27.10608695652174,-8.518996150173972
Yeray Álvarez,ESP,28.0,DF,DEF,12.8,16.29,-8.582971822769474
Unai Núñez,ESP,26.0,DF,DEF,31.1,11.3740192926045,-8.607480710186511
Pedro Chirivella,ESP,26.0,MF,MID,28.8,26.967222222222222,-8.642569869221786
Tiemoué Bakayoko,FRA,28.0,MF,MID,14.6,17.53232876712329,-8.642870057491608
Pau Cubarsí,ESP,16.0,DF,DEF,17.3,14.558670520231214,-8.6582485279883
Arthur Atta,FRA,20.0,"MF,FW",FWD,10.3,17.819029126213593,-8.663845497373066
Santi Comesaña,ESP,26.0,MF,MID,18.4,26.782608695652172,-8.669519737922675
Carlos Dominguez,ESP,22.0,DF,DEF,17.6,13.051363636363636,-8.683069681108217
John McGinn,SCO,28.0,"MF,FW",FWD,33.3,21.14963963963964,-8.686977477590268
Diogo Leite,POR,24.0,DF,DEF,30.0,13.75,-8.737014661298932
Óscar Rodríguez Arnaiz,ESP,25.0,"MF,FW",FWD,10.7,21.850373831775705,-8.752353363851906
Antonio Sanabria,PAR,27.0,"FW,MF",FWD,23.7,17.34242616033755,-8.779845844802164
Ohis Felix Uduokhai,GER,25.0,DF,DEF,32.5,12.140000000000002,-8.80720664786649
Brenden Aaronson,USA,22.0,"MF,FW",FWD,14.1,27.195602836879434,-8.82741119984841
Jan Schöppner,GER,24.0,MF,MID,22.2,16.84108108108108,-8.890829787203087
Roberto Navarro,ESP,21.0,"MF,FW",FWD,21.0,26.51666666666667,-8.900910296093658
Emmanuel Sabbi,USA,25.0,"FW,MF",FWD,17.6,21.277272727272724,-8.98127414283901
Maximilian Wittek,GER,27.0,"DF,FW",FWD,11.9,22.972605042016806,-8.98896984318575
Mehdi Zeffane,ALG,31.0,"DF,MF",MID,13.7,25.326496350364966,-9.013815766432183
Luis Milla,ESP,28.0,MF,MID,23.5,24.007021276595744,-9.020061698666177
Juan Brandáriz,ESP,24.0,DF,DEF,27.0,9.294074074074073,-9.02619019784891
Lucas Beltrán,ARG,22.0,"FW,MF",FWD,18.8,20.071489361702127,-9.050346191805962
Danilho Doekhi,NED,25.0,DF,DEF,24.0,9.816666666666666,-9.081711970492426
Robin Knoche,GER,31.0,DF,DEF,21.3,10.62643192488263,-9.09082416995375
Raúl Jiménez,MEX,32.0,FW,FWD,15.5,18.023870967741935,-9.10527498369073
Gabriel Strefezza,BRA,26.0,FW,FWD,12.4,27.86548387096774,-9.110747622085011
Antonio Rüdiger,GER,30.0,DF,DEF,30.1,10.492225913621263,-9.116871542654472
Malick Thiaw,GER,21.0,DF,DEF,18.0,14.169999999999998,-9.121710916662845
Remo Freuler,SUI,31.0,MF,MID,29.2,25.726712328767128,-9.144472755367705
Tariq Lamptey,GHA,22.0,"DF,FW",FWD,10.2,24.195294117647062,-9.189574057712223
Beñat Prados,ESP,22.0,"MF,DF",MID,16.1,26.174844720496893,-9.206725582024632
Sepp van den Berg,NED,21.0,DF,DEF,31.5,10.2,-9.25054558025096
Assane Diao,ESP,17.0,FW,FWD,11.6,27.46689655172414,-9.251098072539742
Jailson Siqueira,BRA,27.0,"DF,MF",MID,10.0,18.989999999999995,-9.353599493182024
Sam Beukema,NED,24.0,DF,DEF,28.3,10.073321554770319,-9.365098015326668
Boulaye Dia,SEN,26.0,"FW,MF",FWD,12.7,17.03185039370079,-9.372261356300111
Jon Pacheco,ESP,22.0,DF,DEF,17.0,10.907058823529411,-9.397081272027945
Matheus Henrique,BRA,25.0,MF,MID,27.8,19.89863309352518,-9.404635805548544
Robin Le Normand,ESP,26.0,DF,DEF,27.4,13.65014598540146,-9.437209893793394
Axel Witsel,BEL,34.0,DF,DEF,30.9,11.016148867313916,-9.44638336143362
Tim Ream,USA,35.0,DF,DEF,16.7,14.012215568862274,-9.450067589503536
Suat Serdar,GER,26.0,MF,MID,18.4,20.476956521739133,-9.474204365366365
Roberto Pereyra,ARG,32.0,"FW,MF",FWD,20.6,19.75242718446602,-9.48077152973408
Nathaniel Clyne,ENG,32.0,DF,DEF,14.9,12.311879194630873,-9.480901164505763
Catena,ESP,28.0,DF,DEF,28.2,8.90063829787234,-9.500116496315744
Tommy Doyle,ENG,21.0,MF,MID,13.6,26.252941176470586,-9.515417666311608
Tommy Doyle,ENG,21.0,MF,MID,13.6,26.252941176470586,-9.515417666311608
Stefan de Vrij,NED,31.0,DF,DEF,17.6,8.823181818181817,-9.549175980458887
Manuel Akanji,SUI,28.0,"DF,MF",MID,27.9,24.891971326164875,-9.551838485722984
Moisés Caicedo,ECU,21.0,MF,MID,31.8,21.65918238993711,-9.57970572900579
Harrison Reed,ENG,28.0,MF,MID,14.7,21.894489795918368,-9.587994994924365
Lucas Beraldo,BRA,19.0,DF,DEF,11.2,13.970000000000002,-9.594866518645077
Michel Aebischer,SUI,26.0,MF,MID,24.8,24.976774193548383,-9.597603341220598
Merlin Röhl,GER,21.0,"MF,FW",FWD,16.4,21.865853658536587,-9.619828533834141
Ignasi Miquel,ESP,30.0,DF,DEF,33.2,9.005180722891566,-9.637038630998996
Nayef Aguerd,MAR,27.0,DF,DEF,20.6,11.741941747572813,-9.63941113544644
Jefferson Lerma,COL,28.0,"MF,DF",MID,26.7,19.55385767790262,-9.694602352848538
Nabil Bentaleb,ALG,28.0,MF,MID,21.9,22.726118721461194,-9.71873794028073
Marvin Pieringer,GER,23.0,"MF,FW",FWD,16.8,18.068095238095236,-9.719150225061648
Kévin Van Den Kerkhof,ALG,27.0,"FW,MF",FWD,21.3,23.113521126760563,-9.753106062913767
Alexsandro Ribeiro,BRA,23.0,DF,DEF,24.7,12.468178137651822,-9.758526675274142
Kobbie Mainoo,ENG,18.0,MF,MID,21.4,17.98317757009346,-9.761761207821722
Moritz Broschinski,GER,22.0,FW,FWD,13.9,18.608417266187047,-9.784921118879966
Luca Pfeiffer,GER,26.0,"FW,MF",FWD,18.0,16.19111111111111,-9.829402811268757
Koni De Winter,BEL,21.0,DF,DEF,26.4,12.576363636363636,-9.87096640682752
Johan Gastien,FRA,35.0,MF,MID,25.1,25.140717131474098,-9.876298036530358
Ander Guevara,ESP,26.0,MF,MID,32.6,25.466073619631903,-9.953882683645265
Jamaal Lascelles,ENG,29.0,DF,DEF,12.0,10.326666666666666,-9.963849524462585
Yohann Magnin,FRA,26.0,MF,MID,18.7,21.469518716577543,-9.965774576854088
Gleison Bremer,BRA,26.0,DF,DEF,35.9,10.836378830083568,-9.976900607454011
Juan Jesus,BRA,32.0,DF,DEF,23.5,11.31148936170213,-9.978599467468058
Cyle Larin,CAN,28.0,FW,FWD,20.3,15.144926108374383,-9.984561197067455
Niklas Stark,GER,28.0,DF,DEF,12.1,10.520578512396693,-9.98680405906722
Lewis Cook,ENG,26.0,MF,MID,31.0,17.869032258064514,-9.995337804953298
Davie Selke,GER,28.0,FW,FWD,14.1,12.370000000000001,-10.033992756219812
Karim Onisiwo,AUT,31.0,"FW,MF",FWD,16.6,20.81879518072289,-10.042611513036745
Cheikh Tidiane Sabaly,SEN,24.0,"FW,MF",FWD,15.3,20.494967320261438,-10.120391050387207
Hamza Rafia,TUN,24.0,MF,MID,13.4,22.081791044776118,-10.137287748250474
Sergio Ruiz,ESP,28.0,MF,MID,27.7,18.71664259927798,-10.144450487196098
Nehuén Pérez,ARG,23.0,DF,DEF,36.0,14.01222222222222,-10.151847383176937
Gastón Álvarez,URU,23.0,DF,DEF,28.2,12.019432624113476,-10.17083972210939
Roger Martí,ESP,32.0,FW,FWD,15.1,13.431854304635763,-10.292289163313214
Natan,BRA,22.0,DF,DEF,10.6,16.66377358490566,-10.302428243356513
Martin Erlic,CRO,25.0,DF,DEF,29.1,11.022199312714777,-10.316238087155554
Loïc Bade,FRA,23.0,DF,DEF,25.3,11.069090909090908,-10.376262910582085
Diego Carlos,BRA,30.0,DF,DEF,20.2,9.406930693069306,-10.398012817598019
Ryan Yates,ENG,25.0,MF,MID,22.1,17.714072398190048,-10.518050927860843
Sergio Ramos,ESP,37.0,DF,DEF,28.0,10.287142857142857,-10.520318599908927
Nicolas Pallois,FRA,35.0,DF,DEF,17.7,10.5654802259887,-10.557466700882475
Nathaniel Adjei,GHA,20.0,DF,DEF,13.8,10.339855072463767,-10.600838005952475
Jean-Ricner Bellegarde,FRA,25.0,"MF,FW",FWD,10.6,23.549811320754717,-10.622371779266578
Jean-Ricner Bellegarde,FRA,25.0,"MF,FW",FWD,10.6,23.549811320754717,-10.622371779266578
Moussa Sissoko,FRA,33.0,MF,MID,20.2,24.131386138613863,-10.730217554419035
Jeffrey Schlupp,GHA,30.0,"FW,MF",FWD,15.0,15.243333333333334,-10.768664744276375
Johnny Cardoso,USA,21.0,MF,MID,14.8,13.965675675675675,-10.817379511613794
Aitor Ruibal,ESP,27.0,"DF,FW",FWD,11.3,23.008407079646013,-10.845121274764447
Alidu Seidu,GHA,23.0,DF,DEF,12.6,12.174761904761905,-10.869589438470427
Raúl Albiol,ESP,37.0,DF,DEF,22.6,9.20654867256637,-10.879300885953448
Rubén Peña,ESP,32.0,"DF,FW",FWD,23.2,25.13206896551724,-10.9246220694602
Reinier,BRA,21.0,"MF,FW",FWD,11.8,15.483050847457624,-10.935509824301151
Craig Dawson,ENG,33.0,DF,DEF,24.5,6.626530612244897,-10.971886318465067
Craig Dawson,ENG,33.0,DF,DEF,24.5,6.626530612244897,-10.971886318465067
Aron Dønnum,NOR,25.0,"FW,MF",FWD,17.7,28.901581920903958,-10.973093070203035
Senne Lynen,BEL,24.0,MF,MID,20.0,16.06,-10.994861041093394
Yannik Keitel,GER,23.0,"DF,MF",MID,10.2,17.812941176470588,-11.04054872848984
Maximiliano Caufriez,BEL,26.0,DF,DEF,18.4,15.303043478260872,-11.05205554157583
Francisco Perez,ESP,20.0,"MF,FW",FWD,22.8,22.165789473684207,-11.072901212689601
Eray Cömert,SUI,25.0,DF,DEF,22.2,8.968828828828828,-11.136465484206425
Manuel Gulde,GER,32.0,DF,DEF,22.7,11.343480176211454,-11.15474704348124
Marvin,ESP,23.0,"FW,DF",FWD,20.6,26.852135922330095,-11.16475275239366
Kurt Zouma,FRA,28.0,DF,DEF,31.5,5.894285714285714,-11.302450018440904
Nacho,ESP,33.0,DF,DEF,19.4,11.847938144329897,-11.320305884559463
Issa Diop,FRA,26.0,DF,DEF,15.8,14.513670886075948,-11.343045744857514
Munir El Haddadi,MAR,27.0,FW,FWD,27.2,20.861176470588234,-11.350916950571994
Víctor Chust,ESP,23.0,DF,DEF,20.7,13.231787439613528,-11.364660476759733
Rafa Marín,ESP,21.0,DF,DEF,27.1,10.45590405904059,-11.3742852848138
Elvis Rexhbeçaj,GER,25.0,MF,MID,22.1,21.491221719457013,-11.43590658141219
Gonzalo Escalante,ARG,30.0,MF,MID,18.9,14.074603174603176,-11.439837064550156
Sergio Camello,ESP,22.0,FW,FWD,18.5,16.62918918918919,-11.451219197006148
Khalil Fayad,FRA,19.0,"FW,MF",FWD,11.4,18.738421052631576,-11.458658162750993
Habib Diarra,SEN,19.0,"MF,FW",FWD,25.6,20.611562499999998,-11.517950691281104
Leny Yoro,FRA,17.0,DF,DEF,29.7,7.9314478114478115,-11.519282003879475
Janik Haberer,GER,29.0,"MF,DF",MID,13.6,20.6,-11.548339674054317
Maxence Lacroix,FRA,23.0,DF,DEF,26.2,10.205496183206108,-11.588852280073395
Lucas Boyé,ARG,27.0,FW,FWD,28.2,17.844751773049648,-11.603470591022829
Jarrad Branthwaite,ENG,21.0,DF,DEF,34.6,7.078612716763005,-11.684565519507927
Yerry Mina,COL,28.0,DF,DEF,13.5,6.590370370370371,-11.698664250644784
Isaac Palazón Camacho,ESP,28.0,"MF,FW",FWD,31.0,21.45209677419355,-11.713256428800296
Tahith Chong,NED,23.0,"MF,FW",FWD,22.0,21.667272727272728,-11.755676393689546
Fabian Holland,GER,33.0,"MF,DF",MID,20.4,21.648431372549016,-11.764221220071075
Mathias Honsak,AUT,26.0,"FW,MF",FWD,11.3,19.191592920353983,-11.781343743306259
Wahbi Khazri,TUN,32.0,FW,FWD,12.6,22.331111111111113,-11.791449135005367
Joris Chotard,FRA,21.0,MF,MID,28.7,17.41411149825784,-11.866052201791046
Gonzalo Melero,ESP,29.0,"MF,FW",FWD,12.3,17.909268292682928,-11.88696589018058
Teden Mengi,ENG,21.0,DF,DEF,27.4,7.634744525547445,-11.916689039583773
André Ayew,GHA,33.0,FW,FWD,12.3,18.461463414634146,-11.932095620958677
Jack Robinson,ENG,29.0,DF,DEF,32.1,7.8423987538940825,-11.947151472840142
Maxime Estève,FRA,21.0,DF,DEF,14.5,11.606206896551726,-12.000834576631492
Moussa Niakhate,SEN,27.0,DF,DEF,16.2,10.52037037037037,-12.00250981357867
Fran Beltrán,ESP,24.0,MF,MID,27.0,21.43925925925926,-12.011077596390535
Adrian Beck,GER,26.0,"MF,FW",FWD,10.8,17.45888888888889,-12.027101428119268
Facundo Buonanotte,ARG,18.0,"FW,MF",FWD,15.2,18.63105263157895,-12.040268376785995
Rubén Alcaraz,ESP,32.0,MF,MID,34.8,18.920804597701153,-12.065855572039023
Chris Ramos,ESP,26.0,"FW,MF",FWD,29.0,12.671034482758621,-12.110885371457742
Iker Muñoz,ESP,20.0,MF,MID,20.6,17.743009708737866,-12.11343269424276
Aitor Paredes,ESP,23.0,DF,DEF,30.0,11.156666666666666,-12.18435824473846
Julien Laporte,FRA,29.0,DF,DEF,20.2,9.346930693069307,-12.241786105808838
Cristhian Mosquera,COL,19.0,DF,DEF,34.2,8.29485380116959,-12.246126456430092
Duje Ćaleta-Car,CRO,26.0,DF,DEF,22.1,9.079276018099547,-12.254458782573192
Youssef Maleh,MAR,24.0,MF,MID,28.9,20.706816608996544,-12.29842459884281
Nathan Zeze,FRA,18.0,DF,DEF,11.4,8.626491228070174,-12.396104185940597
Julian Weigl,GER,27.0,MF,MID,30.7,13.431009771986972,-12.400436110722584
Moi Gómez,ESP,29.0,"MF,FW",FWD,22.3,21.382645739910313,-12.40909436219217
Facundo Pellistri,URU,21.0,"MF,FW",FWD,13.7,23.134817518248177,-12.421123630205866
César Montes,MEX,26.0,DF,DEF,19.9,9.004723618090452,-12.426994436379013
Norman Theuerkauf,GER,36.0,"MF,DF",MID,14.0,16.95,-12.4320732215933
Azor Matusiwa,NED,25.0,MF,MID,15.4,19.995324675324675,-12.437232805934821
Jordan Beyer,GER,23.0,DF,DEF,13.7,7.446277372262774,-12.505159678177009
Jacob Brown,SCO,25.0,"MF,FW",FWD,11.3,18.2241592920354,-12.562188060875044
Álex Fernández,ESP,30.0,MF,MID,14.3,18.86153846153846,-12.607698389750901
Gerzino Nyamsi,FRA,26.0,DF,DEF,12.1,7.653305785123967,-12.610837494315208
Beñat Turrientes,ESP,21.0,MF,MID,18.7,17.472299465240642,-12.655440506237724
Germán Pezzella,ARG,32.0,DF,DEF,30.7,6.732377850162867,-12.690315125741757
Manuel Ugarte Ribeiro,URU,22.0,MF,MID,21.5,17.938372093023254,-12.694424562555596
Nicolás Domínguez,ARG,25.0,"MF,FW",FWD,16.6,18.550361445783132,-12.705594002650546
Oussama Targhalline,MAR,21.0,MF,MID,11.4,29.165087719298242,-12.800042363116997
Sebastiaan Bornauw,BEL,24.0,DF,DEF,15.9,8.286100628930818,-12.826491666033105
Timothy Weah,USA,23.0,"DF,FW",FWD,14.0,24.13,-12.898074537749679
Fali,ESP,29.0,DF,DEF,28.3,11.054734982332157,-12.903734381089356
Yunus Musah,USA,20.0,"MF,FW",FWD,16.4,23.263902439024392,-12.912601003268394
Pablo Rosario,NED,26.0,"MF,DF",MID,22.3,18.934708520179374,-12.967138987731207
Léo Baptistão,BRA,30.0,FW,FWD,20.4,17.045098039215688,-12.993234293671293
João Gomes,BRA,22.0,MF,MID,29.4,17.74891156462585,-13.033991209280904
João Gomes,BRA,22.0,MF,MID,29.4,17.74891156462585,-13.033991209280904
Marvin Friedrich,GER,27.0,DF,DEF,17.4,6.889080459770115,-13.11377081693452
Anthony Losilla,FRA,37.0,MF,MID,28.6,16.2793006993007,-13.125504892239967
Benedikt Gimber,GER,26.0,DF,DEF,22.5,4.413333333333333,-13.14715042602526
Óscar Trejo,ARG,35.0,"FW,MF",FWD,15.3,30.47071895424837,-13.198180064200304
Dion Lopy,SEN,21.0,MF,MID,21.3,18.626807511737088,-13.31555560740667
Gavi,ESP,18.0,"MF,FW",FWD,10.5,20.112857142857145,-13.353428022876855
Wataru Endo,JPN,30.0,MF,MID,19.1,20.639424083769633,-13.384679482399937
Etienne Youte Kinkoue,FRA,21.0,DF,DEF,21.6,6.362592592592592,-13.395203106438666
Auston Trusty,USA,24.0,DF,DEF,28.6,6.768321678321678,-13.43265530359509
Julian Chabot,GER,25.0,DF,DEF,30.0,9.336666666666666,-13.464714145872748
Douglas,BRA,26.0,MF,MID,19.7,20.503045685279186,-13.477337326022266
Danley Jean-Jacques,HAI,23.0,MF,MID,29.8,17.407651006711408,-13.489714664121587
Ludovic Ajorque,FRA,29.0,FW,FWD,15.1,16.244437086092717,-13.529744875720581
Domingos Duarte,POR,28.0,DF,DEF,10.1,15.396534653465347,-13.556000409456274
Jorge Herrando,ESP,22.0,DF,DEF,18.3,6.314863387978141,-13.593783616184563
Eric Martel,GER,21.0,MF,MID,27.3,14.655824175824176,-13.604425028695681
Ismaël Traoré,CIV,36.0,DF,DEF,24.7,4.178582995951417,-13.616182213448848
Christopher Jullien,FRA,30.0,DF,DEF,13.7,6.573357664233577,-13.623177935960463
Raúl de Tomás,ESP,28.0,FW,FWD,14.1,16.122695035460996,-13.668926239689313
Raúl Torrente,ESP,21.0,DF,DEF,13.9,8.199496402877697,-13.671436727044828
Warren Bondo,FRA,19.0,MF,MID,16.4,15.845853658536585,-13.880992420225443
Miguel Ángel Rubio,ESP,25.0,DF,DEF,17.3,5.890346820809249,-13.937161139287236
Matej Maglica,CRO,24.0,DF,DEF,18.9,12.044761904761906,-13.975830321360593
Marco Friedl,AUT,25.0,DF,DEF,24.4,7.795901639344263,-14.030748557215349
Dejan Ljubicic,AUT,25.0,"MF,FW",FWD,22.8,17.785263157894736,-14.099640386392469
Christoph Zimmermann,GER,30.0,DF,DEF,13.6,8.917058823529413,-14.113639804784576
Lucas Tousart,FRA,26.0,MF,MID,17.5,17.015714285714285,-14.148264447358192
Alexis Blin,FRA,26.0,MF,MID,18.2,13.207362637362639,-14.16017614178068
Oliver Arblaster,ENG,19.0,MF,MID,10.5,17.162380952380953,-14.181414694878447
Ashley Young,ENG,38.0,"DF,MF",MID,25.3,21.603399209486163,-14.188102240085556
Chadi Riad,MAR,20.0,DF,DEF,24.0,4.883333333333333,-14.214777135999032
Salis Abdul Samed,GHA,23.0,MF,MID,16.9,19.065739644970414,-14.2409186766623
Jaime Mata,ESP,34.0,"FW,MF",FWD,19.9,18.684170854271358,-14.335242520851063
Maxime Gonalons,FRA,34.0,MF,MID,14.4,20.577222222222222,-14.3677510936571
Antonio Blanco,ESP,23.0,MF,MID,27.0,19.55222222222222,-14.45275872331357
Pathé Ciss,SEN,29.0,MF,MID,18.5,19.26891891891892,-14.848622296852447
Mohamed Kaba,FRA,21.0,MF,MID,15.3,20.797516339869283,-14.979422157577304
Kévin N'Doram,FRA,27.0,MF,MID,17.8,13.212808988764044,-15.061839048881023
João Palhinha,POR,28.0,MF,MID,30.0,12.126666666666667,-15.086653609538903
Pablo Marí,ESP,29.0,DF,DEF,29.1,6.490481099656358,-15.350996280841839
Andreas Hanche-Olsen,NOR,26.0,DF,DEF,11.0,5.15,-15.35907346541038
Denis Zakaria,SUI,26.0,"MF,DF",MID,23.7,19.850506329113927,-15.369606801306762
Kevin Vogt,GER,31.0,DF,DEF,14.7,8.435374149659863,-15.382671924922668
Boubakary Soumaré,FRA,24.0,MF,MID,25.4,17.91716535433071,-15.410711650085432
Samu Costa,POR,22.0,MF,MID,25.6,16.5509375,-15.483299119346206
Walace,BRA,28.0,MF,MID,36.0,15.555555555555554,-15.501370391747614
Junior Mwanga,FRA,20.0,"MF,FW",FWD,16.1,15.514720496894409,-15.616916658547309
Enzo Barrenechea,ARG,22.0,MF,MID,31.2,18.1325641025641,-15.638636071891096
Toma Bašić,CRO,26.0,MF,MID,12.9,18.43705426356589,-15.644706647761847
Abdul Mumin,GHA,25.0,DF,DEF,18.8,7.430425531914895,-15.67672445464882
Bartol Franjić,CRO,23.0,MF,MID,13.7,16.806350364963507,-15.709308264084015
Marcus Coco,FRA,27.0,"DF,FW",FWD,16.5,18.26818181818182,-15.755199042410583
Will Hughes,ENG,28.0,MF,MID,21.0,15.34,-15.764219741507251
Moritz Jenz,GER,24.0,DF,DEF,19.4,7.923505154639177,-15.787780382708313
Abdel Abqar,MAR,24.0,DF,DEF,25.7,6.304591439688715,-16.139686845345665
Ruan,BRA,24.0,DF,DEF,16.8,8.026666666666666,-16.202813718086407
Federico Fazio,ARG,36.0,DF,DEF,15.1,6.014039735099338,-16.210173133520808
Edson Álvarez,MEX,25.0,MF,MID,26.4,15.511515151515153,-16.26772497103511
Soungoutou Magassa,FRA,19.0,"DF,MF",MID,15.0,22.04333333333334,-16.301087052416914
Aridane Hernández,ESP,34.0,DF,DEF,18.8,3.211489361702127,-16.369431613679524
Sofyan Amrabat,MAR,26.0,"MF,DF",MID,10.4,23.186923076923073,-16.40520777570121
Max Finkgräfe,GER,19.0,"DF,FW",FWD,19.5,16.972820512820512,-16.412226042502063
Andre Brooks,ENG,19.0,"MF,DF",MID,10.4,15.013846153846153,-16.45737983353073
Boubacar Kamara,FRA,23.0,MF,MID,18.4,18.20608695652174,-16.462515141786387
José María Giménez,URU,28.0,DF,DEF,14.7,5.608231292517007,-16.473407681464785
Ibrahim Sulemana,GHA,20.0,MF,MID,14.9,11.396711409395973,-16.790711703018754
Guido Rodríguez,ARG,29.0,MF,MID,20.5,13.404390243902439,-16.853395308423
Óscar Valentín,ESP,28.0,MF,MID,29.9,16.728294314381273,-16.969266766986284
Lennard Maloney,USA,23.0,MF,MID,25.4,10.025669291338582,-17.142289563711262
Máximo Perrone,ARG,20.0,MF,MID,18.0,18.443333333333335,-17.160640900535732
Jan Thielmann,GER,21.0,"FW,DF",FWD,17.5,19.375714285714288,-17.165589401359156
Ismaël Doukouré,FRA,20.0,"MF,DF",MID,18.4,16.48304347826087,-17.570554632382684
Emmanuel Gyasi,GHA,29.0,"DF,FW",FWD,20.9,11.717703349282298,-17.729071670438923
Ko Itakura,JPN,26.0,"DF,MF",MID,17.7,9.682542372881356,-17.979201834825734
Lucas Torró,ESP,29.0,MF,MID,19.9,11.837537688442211,-17.989204872054255
Dominik Kohr,GER,29.0,"DF,MF",MID,24.3,17.489341563786006,-18.095953438531467
Hugo Guillamón,ESP,23.0,MF,MID,14.6,16.414383561643834,-18.151019315216406
Francis Coquelin,FRA,32.0,MF,MID,10.1,19.25792079207921,-18.27207713622193
Gabriel Paulista,BRA,32.0,DF,DEF,15.5,6.749677419354838,-18.571984844872233
Becir Omeragic,SUI,21.0,"DF,MF",MID,25.7,12.11443579766537,-18.73258775899666
Iglesias,ESP,25.0,"DF,FW",FWD,15.7,13.83579617834395,-18.73451077679225
Orel Mangala,BEL,25.0,MF,MID,17.4,12.318965517241379,-18.752828122004082
Óscar Melendo,ESP,25.0,"MF,FW",FWD,12.5,14.760000000000002,-19.170213323818952
Iddrisu Baba,GHA,27.0,MF,MID,15.9,12.358364779874213,-19.210632280887864
Niklas Dorsch,GER,25.0,MF,MID,15.4,13.616493506493507,-19.439012679774496
Ibrahim Sangaré,CIV,25.0,MF,MID,11.5,14.296956521739132,-19.57738914650321
Nicolas Höfler,GER,33.0,MF,MID,25.9,14.142393822393823,-19.62412525546297
Maxi Gómez,URU,26.0,FW,FWD,12.9,12.377984496124029,-19.973216311060714
Chris Richards,USA,23.0,"DF,MF",MID,23.3,5.985236051502146,-20.195966186456747
Juanmi Latasa,ESP,22.0,FW,FWD,17.3,12.83130057803468,-20.43969327592783
Rubén Sobrino,ESP,31.0,"MF,FW",FWD,18.3,15.339453551912568,-20.735077650116107
Vinicius Souza,BRA,24.0,MF,MID,29.6,9.555675675675676,-20.859410454794897
Édgar González,ESP,26.0,"DF,MF",MID,28.0,9.044285714285714,-21.101930462745543
Aster Vranckx,BEL,20.0,MF,MID,12.8,13.67375,-21.793493513584004
Jannik Müller,GER,29.0,"DF,MF",MID,12.6,10.625555555555556,-22.421007517728516
Rani Khedira,GER,29.0,MF,MID,14.9,10.962483221476509,-25.2641337916999
