Player,Nation,Nation_code,Pos,Pos_group,Age,Playing Time 90s,weighted_score_norm2,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes xG,Per 90 Minutes npxG,Per 90 Minutes xAG,PrgC_p90,PrgP_p90,PrgR_p90,CrdY_p90,CrdR_p90
Álvaro Morata,es ESP,ESP,FW,FWD,30.0,21.2,16.488301886792453,0.71,0.14,0.65,0.61,0.08,1.0377358490566038,0.9433962264150944,4.150943396226415,0.18867924528301888,0.04716981132075472
Ismaël Doukouré,fr FRA,FRA,"MF,DF",MID,20.0,18.4,16.48304347826087,0.0,0.0,0.02,0.02,0.01,0.8152173913043479,4.347826086956522,0.3804347826086957,0.2173913043478261,0.0
Kevin Danso,at AUT,AUT,DF,DEF,24.0,29.5,16.482881355932207,0.03,0.0,0.06,0.06,0.01,0.9152542372881356,4.508474576271187,0.1016949152542373,0.2033898305084746,0.0
Harry Toffolo,eng ENG,ENG,DF,DEF,27.0,16.2,16.48074074074074,0.06,0.19,0.1,0.1,0.1,0.617283950617284,2.5925925925925926,2.0987654320987654,0.1851851851851852,0.0
Hugo Guillamón,es ESP,ESP,MF,MID,23.0,14.6,16.414383561643834,0.07,0.0,0.01,0.01,0.03,0.4109589041095891,4.452054794520548,0.684931506849315,0.4794520547945206,0.0
Maxime Colin,fr FRA,FRA,DF,DEF,31.0,20.4,16.383529411764705,0.0,0.0,0.02,0.02,0.02,1.1274509803921569,3.2843137254901964,1.0784313725490198,0.14705882352941177,0.0
Jorge Cuenca,es ESP,ESP,DF,DEF,23.0,21.8,16.37504587155963,0.14,0.05,0.06,0.06,0.01,0.5045871559633027,3.5779816513761467,1.3761467889908257,0.3211009174311926,0.0
Chris Wood,nz NZL,NZL,FW,FWD,31.0,20.1,16.30930348258706,0.7,0.05,0.59,0.59,0.1,0.7960199004975124,1.4925373134328357,3.7810945273631837,0.0,0.0
Yeray Álvarez,es ESP,ESP,DF,DEF,28.0,12.8,16.29,0.0,0.0,0.02,0.02,0.01,1.015625,4.296875,0.15625,0.078125,0.078125
Anthony Losilla,fr FRA,FRA,MF,MID,37.0,28.6,16.2793006993007,0.03,0.07,0.08,0.08,0.05,0.3846153846153846,3.4965034965034962,1.4685314685314685,0.34965034965034963,0.0
Phillip Tietz,de GER,GER,FW,FWD,26.0,26.5,16.254528301886793,0.3,0.15,0.31,0.31,0.1,0.7169811320754716,1.9245283018867925,4.339622641509434,0.03773584905660377,0.0
Ludovic Ajorque,fr FRA,FRA,FW,FWD,29.0,15.1,16.244437086092717,0.13,0.0,0.35,0.25,0.06,0.33112582781456956,1.390728476821192,5.827814569536424,0.26490066225165565,0.0
Johan Vásquez,mx MEX,MEX,DF,DEF,24.0,31.7,16.203690851735015,0.03,0.03,0.06,0.06,0.03,0.9148264984227129,2.555205047318612,1.9242902208201893,0.18927444794952683,0.0
Luca Pfeiffer,de GER,GER,"FW,MF",FWD,26.0,18.0,16.19111111111111,0.06,0.22,0.26,0.26,0.09,0.8333333333333334,2.0555555555555554,4.5,0.16666666666666666,0.0
Mats Hummels,de GER,GER,DF,DEF,34.0,17.6,16.188636363636363,0.17,0.0,0.18,0.18,0.05,0.625,4.659090909090908,0.056818181818181816,0.22727272727272727,0.056818181818181816
Fabian Schär,ch SUI,SUI,DF,DEF,31.0,33.9,16.160206489675517,0.12,0.03,0.07,0.07,0.02,0.8259587020648967,3.9233038348082596,0.5899705014749262,0.14749262536873156,0.0
Raúl,es ESP,ESP,FW,FWD,22.0,15.1,16.154834437086095,0.4,0.07,0.32,0.32,0.04,1.0596026490066226,1.456953642384106,4.503311258278146,0.26490066225165565,0.0
Mika Màrmol,es ESP,ESP,DF,DEF,21.0,35.3,16.15399433427762,0.0,0.03,0.0,0.0,0.03,1.019830028328612,4.022662889518414,0.36827195467422097,0.16997167138810199,0.028328611898017
Raúl de Tomás,es ESP,ESP,FW,FWD,28.0,14.1,16.122695035460996,0.07,0.14,0.24,0.18,0.09,0.7801418439716312,1.6312056737588654,5.177304964539007,0.3546099290780142,0.0
Oliver McBurnie,sct SCO,SCO,FW,FWD,27.0,14.2,16.122323943661975,0.42,0.21,0.48,0.37,0.14,0.4225352112676057,2.1126760563380285,4.225352112676057,0.49295774647887325,0.14084507042253522
Senne Lynen,be BEL,BEL,MF,MID,24.0,20.0,16.06,0.0,0.15,0.02,0.02,0.09,0.5,3.3,1.4,0.3,0.0
Souleymane Touré,fr FRA,FRA,DF,DEF,20.0,22.8,16.029473684210522,0.04,0.04,0.08,0.08,0.02,1.0526315789473684,3.2017543859649122,1.0964912280701753,0.2631578947368421,0.0
Cedric Zesiger,ch SUI,SUI,DF,DEF,25.0,18.2,15.949120879120878,0.0,0.0,0.07,0.07,0.0,0.7692307692307693,4.450549450549451,0.16483516483516483,0.27472527472527475,0.0
Jonathan Tah,de GER,GER,DF,DEF,27.0,29.2,15.906438356164385,0.14,0.03,0.07,0.07,0.01,0.5821917808219178,4.554794520547945,0.136986301369863,0.20547945205479454,0.0
Willian Pacho,ec ECU,ECU,DF,DEF,21.0,33.0,15.886060606060605,0.0,0.09,0.04,0.04,0.03,0.6666666666666666,4.484848484848484,0.12121212121212122,0.21212121212121213,0.0
Harry Maguire,eng ENG,ENG,DF,DEF,30.0,18.4,15.851739130434785,0.11,0.11,0.11,0.11,0.07,1.0869565217391306,3.9673913043478266,0.10869565217391305,0.2173913043478261,0.0
Warren Bondo,fr FRA,FRA,MF,MID,19.0,16.4,15.845853658536585,0.06,0.06,0.06,0.06,0.02,1.8902439024390245,2.6219512195121952,0.7926829268292683,0.5487804878048781,0.0
Omar Alderete,py PAR,PAR,DF,DEF,26.0,24.4,15.824754098360655,0.0,0.04,0.05,0.05,0.04,0.9426229508196722,4.016393442622951,0.36885245901639346,0.3278688524590164,0.04098360655737705
Anthony Jung,de GER,GER,DF,DEF,31.0,28.7,15.784285714285714,0.03,0.0,0.02,0.02,0.01,0.8362369337979094,3.7282229965156795,0.7317073170731707,0.13937282229965156,0.03484320557491289
Aïssa Mandi,dz ALG,ALG,DF,DEF,31.0,12.4,15.713870967741936,0.08,0.0,0.05,0.05,0.05,0.48387096774193544,4.435483870967742,0.3225806451612903,0.24193548387096772,0.0
Carlton Morris,eng ENG,ENG,"FW,MF",FWD,27.0,31.8,15.645440251572326,0.35,0.13,0.36,0.23,0.09,1.1635220125786163,1.7610062893081762,3.7735849056603774,0.12578616352201258,0.0
Micky van de Ven,nl NED,NED,DF,DEF,22.0,26.0,15.640000000000002,0.12,0.0,0.02,0.02,0.0,0.7307692307692307,4.153846153846154,0.34615384615384615,0.19230769230769232,0.0
Walace,br BRA,BRA,MF,MID,28.0,36.0,15.555555555555554,0.06,0.0,0.02,0.02,0.03,1.0277777777777777,3.5277777777777777,0.6111111111111112,0.19444444444444445,0.0
Obite N'Dicka,ci CIV,CIV,DF,DEF,23.0,24.1,15.546721991701245,0.0,0.12,0.04,0.04,0.04,1.0788381742738589,3.609958506224066,0.45643153526970953,0.24896265560165973,0.0
Junior Mwanga,fr FRA,FRA,"MF,FW",FWD,20.0,16.1,15.514720496894409,0.06,0.06,0.09,0.09,0.05,1.7391304347826086,3.4782608695652173,2.2981366459627326,0.18633540372670807,0.0
Edson Álvarez,mx MEX,MEX,MF,MID,25.0,26.4,15.511515151515153,0.04,0.04,0.05,0.05,0.02,0.7575757575757576,3.4469696969696972,0.9848484848484849,0.4166666666666667,0.0
Reinier,br BRA,BRA,"MF,FW",FWD,21.0,11.8,15.483050847457624,0.17,0.17,0.11,0.11,0.16,0.847457627118644,2.711864406779661,3.559322033898305,0.2542372881355932,0.0
Hugo Duro,es ESP,ESP,FW,FWD,23.0,33.1,15.471359516616314,0.39,0.06,0.35,0.35,0.04,0.8157099697885196,1.0271903323262839,4.743202416918429,0.12084592145015105,0.0
Jordan Pefok,us USA,USA,FW,FWD,27.0,15.8,15.421645569620251,0.32,0.19,0.41,0.41,0.16,0.3164556962025316,1.3924050632911391,4.620253164556962,0.12658227848101264,0.0
Domingos Duarte,pt POR,POR,DF,DEF,28.0,10.1,15.396534653465347,0.0,0.0,0.03,0.03,0.01,0.6930693069306931,4.653465346534654,0.0,0.49504950495049505,0.19801980198019803
Ante Budimir,hr CRO,CRO,FW,FWD,32.0,27.1,15.388118081180812,0.63,0.07,0.53,0.41,0.07,0.7749077490774907,1.5498154981549814,3.6531365313653135,0.14760147601476015,0.0
Reece Burke,eng ENG,ENG,DF,DEF,26.0,18.4,15.378260869565217,0.0,0.22,0.07,0.07,0.07,0.5978260869565218,3.6413043478260874,0.7608695652173914,0.27173913043478265,0.0
Emanuel Emegha,nl NED,NED,FW,FWD,20.0,23.1,15.377142857142855,0.35,0.04,0.47,0.43,0.02,1.0389610389610389,0.47619047619047616,4.978354978354978,0.12987012987012986,0.0
Will Hughes,eng ENG,ENG,MF,MID,28.0,21.0,15.34,0.0,0.05,0.02,0.02,0.05,0.6666666666666666,3.619047619047619,0.8095238095238095,0.2857142857142857,0.0
Rubén Sobrino,es ESP,ESP,"MF,FW",FWD,31.0,18.3,15.339453551912568,0.0,0.05,0.1,0.1,0.12,1.4754098360655736,1.8579234972677594,4.2622950819672125,0.4371584699453552,0.0546448087431694
Marin Pongračić,hr CRO,CRO,DF,DEF,25.0,35.8,15.329329608938547,0.0,0.0,0.03,0.03,0.01,1.2569832402234637,3.7430167597765367,0.19553072625698326,0.2793296089385475,0.02793296089385475
Maximiliano Caufriez,be BEL,BEL,DF,DEF,26.0,18.4,15.303043478260872,0.0,0.05,0.02,0.02,0.01,1.3043478260869565,3.315217391304348,0.5978260869565218,0.32608695652173914,0.16304347826086957
Arouna Sangante,sn SEN,SEN,DF,DEF,21.0,29.9,15.293946488294315,0.0,0.0,0.03,0.03,0.04,0.6688963210702341,3.578595317725753,0.9030100334448161,0.26755852842809363,0.0
Jhon Lucumí,co COL,COL,DF,DEF,25.0,24.6,15.253252032520324,0.0,0.0,0.03,0.03,0.01,1.1382113821138211,3.7804878048780486,0.16260162601626016,0.04065040650406504,0.0
Jeffrey Schlupp,gh GHA,GHA,"FW,MF",FWD,30.0,15.0,15.243333333333334,0.13,0.13,0.12,0.12,0.15,1.3333333333333333,2.2,3.466666666666667,0.06666666666666667,0.0
Leo Skiri Østigård,no NOR,NOR,DF,DEF,23.0,18.1,15.172872928176794,0.06,0.0,0.03,0.03,0.0,0.718232044198895,4.198895027624309,0.16574585635359115,0.16574585635359115,0.0
Scott McTominay,sct SCO,SCO,"MF,FW",FWD,26.0,21.1,15.155355450236966,0.33,0.05,0.27,0.27,0.04,1.3744075829383886,3.0331753554502368,2.2274881516587675,0.0947867298578199,0.0
Cyle Larin,ca CAN,CAN,FW,FWD,28.0,20.3,15.144926108374383,0.15,0.1,0.45,0.45,0.07,0.9852216748768473,0.6403940886699507,5.073891625615763,0.3940886699507389,0.0
Raphaël Varane,fr FRA,FRA,DF,DEF,30.0,15.3,15.117320261437907,0.07,0.0,0.08,0.08,0.0,1.0457516339869282,3.856209150326797,0.13071895424836602,0.13071895424836602,0.0
Edimilson Fernandes,ch SUI,SUI,DF,DEF,27.0,14.3,15.035384615384615,0.0,0.14,0.04,0.04,0.05,0.6293706293706294,3.7062937062937062,0.6293706293706294,0.2797202797202797,0.0
Andy Pelmard,fr FRA,FRA,DF,DEF,23.0,33.2,15.019879518072289,0.0,0.0,0.01,0.01,0.02,1.1746987951807228,3.614457831325301,0.2108433734939759,0.03012048192771084,0.0
Andre Brooks,eng ENG,ENG,"MF,DF",MID,19.0,10.4,15.013846153846153,0.0,0.0,0.04,0.04,0.01,1.1538461538461537,1.7307692307692306,2.1153846153846154,0.09615384615384615,0.0
Dan-Axel Zagadou,fr FRA,FRA,DF,DEF,24.0,16.1,15.004720496894405,0.06,0.0,0.06,0.06,0.02,0.12422360248447203,4.658385093167701,0.18633540372670807,0.06211180124223602,0.0
Philipp Lienhart,at AUT,AUT,DF,DEF,27.0,14.1,14.990851063829785,0.07,0.0,0.08,0.08,0.08,0.9929078014184397,3.7588652482269502,0.2127659574468085,0.2127659574468085,0.0
Rodrigo Muniz,br BRA,BRA,FW,FWD,22.0,17.7,14.941920903954804,0.51,0.06,0.49,0.49,0.12,0.4519774011299435,1.073446327683616,4.293785310734464,0.05649717514124294,0.0
Ben Mee,eng ENG,ENG,DF,DEF,33.0,14.1,14.81900709219858,0.14,0.0,0.1,0.1,0.02,0.7801418439716312,3.475177304964539,0.6382978723404256,0.07092198581560284,0.07092198581560284
Óscar Melendo,es ESP,ESP,"MF,FW",FWD,25.0,12.5,14.760000000000002,0.0,0.0,0.04,0.04,0.04,1.68,3.04,2.64,0.16,0.0
Willian José,br BRA,BRA,FW,FWD,31.0,21.9,14.686484018264842,0.46,0.23,0.26,0.26,0.12,0.36529680365296807,1.4611872146118723,4.109589041095891,0.0,0.04566210045662101
Eric Martel,de GER,GER,MF,MID,21.0,27.3,14.655824175824176,0.04,0.04,0.08,0.08,0.04,0.7692307692307692,2.7472527472527473,1.282051282051282,0.21978021978021978,0.0
Patric,es ESP,ESP,DF,DEF,30.0,17.9,14.567541899441341,0.11,0.0,0.08,0.08,0.01,0.1675977653631285,4.022346368715084,0.670391061452514,0.223463687150838,0.0
Pau Cubarsí,es ESP,ESP,DF,DEF,16.0,17.3,14.558670520231214,0.0,0.0,0.01,0.01,0.02,0.4624277456647399,4.335260115606936,0.11560693641618497,0.23121387283236994,0.0
Kike Salas,es ESP,ESP,DF,DEF,21.0,17.8,14.549662921348311,0.17,0.0,0.05,0.05,0.03,0.6179775280898876,3.426966292134831,0.898876404494382,0.5617977528089887,0.0
Lilian Brassier,fr FRA,FRA,DF,DEF,23.0,29.7,14.523434343434344,0.1,0.0,0.04,0.04,0.02,0.6734006734006734,4.074074074074074,0.16835016835016836,0.3703703703703704,0.03367003367003367
Issa Diop,fr FRA,FRA,DF,DEF,26.0,15.8,14.513670886075948,0.0,0.0,0.02,0.02,0.0,0.6962025316455696,4.177215189873418,0.06329113924050632,0.2531645569620253,0.06329113924050632
Keven Schlotterbeck,de GER,GER,DF,DEF,26.0,24.3,14.504074074074072,0.21,0.04,0.08,0.08,0.03,0.37037037037037035,3.82716049382716,0.6172839506172839,0.37037037037037035,0.0
Patrick Mainka,de GER,GER,DF,DEF,28.0,34.0,14.326470588235296,0.06,0.0,0.09,0.09,0.0,0.9705882352941176,3.588235294117647,0.17647058823529413,0.029411764705882353,0.0
Eric Dier,eng ENG,ENG,DF,DEF,29.0,13.0,14.30076923076923,0.0,0.0,0.05,0.05,0.01,0.6153846153846154,4.076923076923077,0.07692307692307693,0.07692307692307693,0.0
Ibrahim Sangaré,ci CIV,CIV,MF,MID,25.0,11.5,14.296956521739132,0.0,0.0,0.06,0.06,0.03,0.43478260869565216,3.8260869565217392,0.6086956521739131,0.5217391304347826,0.0
Álex Suárez,es ESP,ESP,DF,DEF,30.0,28.5,14.20017543859649,0.07,0.0,0.04,0.04,0.01,0.42105263157894735,3.824561403508772,0.5263157894736842,0.24561403508771928,0.0
William Saliba,fr FRA,FRA,DF,DEF,22.0,38.0,14.196315789473685,0.05,0.03,0.04,0.04,0.01,0.42105263157894735,4.131578947368421,0.15789473684210525,0.10526315789473684,0.0
Malick Thiaw,de GER,GER,DF,DEF,21.0,18.0,14.169999999999998,0.0,0.06,0.03,0.03,0.01,0.8333333333333334,3.888888888888889,0.05555555555555555,0.2777777777777778,0.05555555555555555
Nicolas Höfler,de GER,GER,MF,MID,33.0,25.9,14.142393822393823,0.04,0.04,0.03,0.03,0.02,0.5405405405405406,3.6293436293436296,0.5791505791505792,0.3861003861003861,0.03861003861003861
Abdón Prats,es ESP,ESP,"FW,MF",FWD,30.0,14.1,14.091205673758864,0.43,0.07,0.23,0.23,0.17,0.6382978723404256,1.8439716312056738,3.475177304964539,0.28368794326241137,0.0
Gonzalo Escalante,ar ARG,ARG,MF,MID,30.0,18.9,14.074603174603176,0.05,0.11,0.1,0.1,0.09,0.21164021164021166,3.4920634920634925,0.7407407407407408,0.10582010582010583,0.052910052910052914
Olivier Giroud,fr FRA,FRA,FW,FWD,36.0,26.3,14.026977186311788,0.57,0.3,0.54,0.39,0.18,0.34220532319391633,1.064638783269962,3.612167300380228,0.03802281368821293,0.03802281368821293
Nehuén Pérez,ar ARG,ARG,DF,DEF,23.0,36.0,14.01222222222222,0.0,0.0,0.04,0.04,0.0,0.7777777777777778,3.3055555555555554,0.6666666666666666,0.25,0.027777777777777776
Tim Ream,us USA,USA,DF,DEF,35.0,16.7,14.012215568862274,0.06,0.0,0.06,0.06,0.0,0.6586826347305389,3.8922155688622757,0.17964071856287425,0.23952095808383234,0.059880239520958084
Lucas Beraldo,br BRA,BRA,DF,DEF,19.0,11.2,13.970000000000002,0.09,0.0,0.09,0.09,0.02,0.625,3.928571428571429,0.17857142857142858,0.35714285714285715,0.08928571428571429
Johnny Cardoso,us USA,USA,MF,MID,21.0,14.8,13.965675675675675,0.07,0.14,0.07,0.07,0.03,0.6756756756756757,3.0405405405405403,0.7432432432432432,0.2027027027027027,0.0
Daniel Vivian,es ESP,ESP,DF,DEF,24.0,32.0,13.935,0.0,0.0,0.02,0.02,0.02,0.71875,3.84375,0.125,0.1875,0.0
Bruno Méndez,uy URU,URU,DF,DEF,23.0,14.8,13.916216216216217,0.14,0.0,0.04,0.04,0.01,0.5405405405405405,3.1756756756756754,0.9459459459459459,0.27027027027027023,0.0
Lucas Perrin,fr FRA,FRA,DF,DEF,24.0,30.3,13.902376237623763,0.0,0.03,0.02,0.02,0.03,0.5610561056105611,3.7953795379537953,0.264026402640264,0.099009900990099,0.0
Iglesias,es ESP,ESP,"DF,FW",FWD,25.0,15.7,13.83579617834395,0.0,0.13,0.04,0.04,0.04,1.019108280254777,2.7388535031847137,3.0573248407643314,0.25477707006369427,0.0
Diogo Leite,pt POR,POR,DF,DEF,24.0,30.0,13.75,0.0,0.0,0.03,0.03,0.01,0.4666666666666667,4.033333333333333,0.13333333333333333,0.2,0.0
Aster Vranckx,be BEL,BEL,MF,MID,20.0,12.8,13.67375,0.0,0.0,0.01,0.01,0.02,0.234375,3.75,0.703125,0.46875,0.0
Robin Le Normand,es ESP,ESP,DF,DEF,26.0,27.4,13.65014598540146,0.07,0.0,0.04,0.04,0.0,0.7664233576642336,3.8686131386861318,0.03649635036496351,0.4744525547445256,0.0
Niklas Dorsch,de GER,GER,MF,MID,25.0,15.4,13.616493506493507,0.0,0.0,0.04,0.04,0.01,0.7792207792207793,3.051948051948052,0.7792207792207793,0.3246753246753247,0.0
Brendan Chardonnet,fr FRA,FRA,DF,DEF,28.0,33.0,13.563333333333333,0.03,0.03,0.04,0.04,0.05,0.7575757575757576,3.484848484848485,0.24242424242424243,0.12121212121212122,0.0
Antonio Raillo,es ESP,ESP,DF,DEF,31.0,24.4,13.491803278688524,0.12,0.08,0.06,0.06,0.08,0.9836065573770493,3.278688524590164,0.1639344262295082,0.24590163934426232,0.04098360655737705
Adam Masina,ma MAR,MAR,DF,DEF,29.0,11.4,13.481052631578947,0.0,0.0,0.02,0.02,0.02,0.2631578947368421,3.6842105263157894,0.5263157894736842,0.0,0.0
Chrislain Matsima,fr FRA,FRA,DF,DEF,21.0,13.1,13.448778625954198,0.08,0.0,0.01,0.01,0.0,0.9923664122137404,3.435114503816794,0.07633587786259542,0.15267175572519084,0.0
Roger Martí,es ESP,ESP,FW,FWD,32.0,15.1,13.431854304635763,0.13,0.2,0.18,0.18,0.19,0.4635761589403974,1.2582781456953642,4.23841059602649,0.19867549668874174,0.0
Julian Weigl,de GER,GER,MF,MID,27.0,30.7,13.431009771986972,0.07,0.1,0.08,0.03,0.07,0.45602605863192186,3.420195439739414,0.45602605863192186,0.32573289902280134,0.0
Montassar Talbi,tn TUN,TUN,DF,DEF,25.0,24.5,13.427755102040818,0.0,0.0,0.02,0.02,0.01,0.6122448979591837,3.5918367346938775,0.2857142857142857,0.08163265306122448,0.0
Guido Rodríguez,ar ARG,ARG,MF,MID,29.0,20.5,13.404390243902439,0.1,0.0,0.03,0.03,0.04,0.3902439024390244,3.1707317073170733,0.8780487804878049,0.2926829268292683,0.0
Víctor Chust,es ESP,ESP,DF,DEF,23.0,20.7,13.231787439613528,0.0,0.05,0.02,0.02,0.01,0.48309178743961356,3.8647342995169085,0.0966183574879227,0.14492753623188406,0.0966183574879227
Kévin N'Doram,fr FRA,FRA,MF,MID,27.0,17.8,13.212808988764044,0.0,0.11,0.02,0.02,0.03,0.6741573033707865,3.4831460674157304,0.16853932584269662,0.2247191011235955,0.0
Ameen Al-Dakhil,be BEL,BEL,DF,DEF,21.0,11.7,13.211452991452992,0.09,0.0,0.11,0.11,0.01,0.5982905982905983,2.9914529914529915,0.7692307692307693,0.08547008547008547,0.0
Alexis Blin,fr FRA,FRA,MF,MID,26.0,18.2,13.207362637362639,0.0,0.11,0.06,0.06,0.04,0.38461538461538464,3.296703296703297,0.6043956043956045,0.21978021978021978,0.0
Joel Ward,eng ENG,ENG,DF,DEF,33.0,22.0,13.069090909090908,0.0,0.05,0.04,0.04,0.01,0.7272727272727273,3.0,0.6363636363636364,0.18181818181818182,0.0
Carlos Dominguez,es ESP,ESP,DF,DEF,22.0,17.6,13.051363636363636,0.0,0.0,0.02,0.02,0.01,0.625,3.579545454545454,0.17045454545454544,0.11363636363636363,0.0
James Tarkowski,eng ENG,ENG,DF,DEF,30.0,38.0,13.016842105263159,0.03,0.03,0.07,0.07,0.06,0.39473684210526316,3.4210526315789473,0.5263157894736842,0.2894736842105263,0.0
Robin Koch,de GER,GER,DF,DEF,27.0,30.4,12.986052631578946,0.07,0.0,0.1,0.1,0.01,0.46052631578947373,3.8157894736842106,0.09868421052631579,0.32894736842105265,0.0
Tosin Adarabioyo,eng ENG,ENG,DF,DEF,25.0,18.0,12.892222222222223,0.11,0.0,0.04,0.04,0.01,0.5555555555555556,3.4444444444444446,0.2777777777777778,0.1111111111111111,0.0
Juanmi Latasa,es ESP,ESP,FW,FWD,22.0,17.3,12.83130057803468,0.12,0.0,0.21,0.2,0.09,0.40462427745664736,0.9248554913294798,4.7398843930635834,0.40462427745664736,0.057803468208092484
Trevoh Chalobah,eng ENG,ENG,DF,DEF,24.0,10.6,12.771509433962265,0.09,0.0,0.02,0.02,0.01,0.4716981132075472,2.9245283018867925,0.8490566037735849,0.09433962264150944,0.0
Chris Ramos,es ESP,ESP,"FW,MF",FWD,26.0,29.0,12.671034482758621,0.17,0.03,0.35,0.35,0.06,1.0689655172413792,0.9655172413793104,3.5172413793103448,0.1724137931034483,0.0
Koni De Winter,be BEL,BEL,DF,DEF,21.0,26.4,12.576363636363636,0.0,0.04,0.03,0.03,0.04,0.7954545454545455,2.878787878787879,0.5681818181818182,0.30303030303030304,0.03787878787878788
Alexsandro Ribeiro,br BRA,BRA,DF,DEF,23.0,24.7,12.468178137651822,0.0,0.0,0.08,0.08,0.02,0.6072874493927126,3.319838056680162,0.2834008097165992,0.24291497975708504,0.04048582995951417
Gabriel Magalhães,br BRA,BRA,DF,DEF,25.0,33.8,12.4201775147929,0.12,0.0,0.13,0.13,0.02,0.38461538461538464,3.4615384615384617,0.2366863905325444,0.1183431952662722,0.0
Yerson Mosquera,co COL,COL,DF,DEF,22.0,13.7,12.410802919708031,0.15,0.07,0.11,0.11,0.02,0.5839416058394161,2.6277372262773726,0.8759124087591241,0.29197080291970806,0.0
Diego Llorente,es ESP,ESP,DF,DEF,29.0,24.1,12.410663900414937,0.04,0.04,0.01,0.01,0.02,0.8298755186721991,3.1120331950207465,0.20746887966804978,0.20746887966804978,0.0
Abakar Sylla,ci CIV,CIV,DF,DEF,20.0,19.9,12.380804020100504,0.1,0.0,0.08,0.08,0.02,0.4020100502512563,3.6180904522613067,0.10050251256281408,0.20100502512562815,0.0
Maxi Gómez,uy URU,URU,FW,FWD,26.0,12.9,12.377984496124029,0.0,0.0,0.12,0.12,0.04,1.0077519379844961,0.8527131782945736,4.186046511627906,0.15503875968992248,0.0
Davie Selke,de GER,GER,FW,FWD,28.0,14.1,12.370000000000001,0.43,0.0,0.34,0.34,0.03,0.6382978723404256,1.2056737588652482,3.2624113475177308,0.2127659574468085,0.0
Iddrisu Baba,gh GHA,GHA,MF,MID,27.0,15.9,12.358364779874213,0.0,0.0,0.05,0.05,0.04,0.06289308176100629,3.7735849056603774,0.31446540880503143,0.31446540880503143,0.0
Orel Mangala,be BEL,BEL,MF,MID,25.0,17.4,12.318965517241379,0.06,0.0,0.05,0.05,0.01,0.7471264367816093,2.586206896551724,0.8045977011494253,0.3448275862068966,0.0
Nathaniel Clyne,eng ENG,ENG,DF,DEF,32.0,14.9,12.311879194630873,0.0,0.0,0.01,0.01,0.01,0.6711409395973155,2.214765100671141,1.2080536912751678,0.0,0.0
Alidu Seidu,gh GHA,GHA,DF,DEF,23.0,12.6,12.174761904761905,0.0,0.08,0.01,0.01,0.05,1.2698412698412698,2.619047619047619,0.2380952380952381,0.39682539682539686,0.07936507936507936
Ohis Felix Uduokhai,de GER,GER,DF,DEF,25.0,32.5,12.140000000000002,0.06,0.0,0.04,0.04,0.02,0.7692307692307693,3.1076923076923078,0.18461538461538463,0.15384615384615385,0.03076923076923077
Timo Hübers,de GER,GER,DF,DEF,27.0,30.9,12.13883495145631,0.0,0.0,0.06,0.06,0.02,0.6148867313915858,3.365695792880259,0.0970873786407767,0.1941747572815534,0.0
João Palhinha,pt POR,POR,MF,MID,28.0,30.0,12.126666666666667,0.13,0.03,0.11,0.11,0.03,0.26666666666666666,3.2333333333333334,0.4666666666666667,0.43333333333333335,0.0
Becir Omeragic,ch SUI,SUI,"DF,MF",MID,21.0,25.7,12.11443579766537,0.0,0.0,0.02,0.02,0.03,0.8171206225680934,2.762645914396887,0.4669260700389105,0.1556420233463035,0.0
Matej Maglica,hr CRO,CRO,DF,DEF,24.0,18.9,12.044761904761906,0.05,0.0,0.03,0.03,0.03,0.5820105820105821,3.2804232804232805,0.2645502645502646,0.3703703703703704,0.10582010582010583
Gautier Lloris,fr FRA,FRA,DF,DEF,28.0,30.9,12.027022653721685,0.06,0.0,0.07,0.07,0.01,0.42071197411003236,3.3980582524271847,0.16181229773462785,0.06472491909385114,0.0
Gastón Álvarez,uy URU,URU,DF,DEF,23.0,28.2,12.019432624113476,0.07,0.0,0.03,0.03,0.02,0.3900709219858156,2.2340425531914896,1.4184397163120568,0.24822695035460993,0.0
Marc Guéhi,eng ENG,ENG,DF,DEF,23.0,22.5,11.947777777777778,0.0,0.04,0.03,0.03,0.03,0.6666666666666666,2.977777777777778,0.3111111111111111,0.08888888888888889,0.0
Nacho,es ESP,ESP,DF,DEF,33.0,19.4,11.847938144329897,0.0,0.05,0.03,0.03,0.06,0.6701030927835052,2.8350515463917527,0.4639175257731959,0.2061855670103093,0.10309278350515465
Lucas Torró,es ESP,ESP,MF,MID,29.0,19.9,11.837537688442211,0.05,0.0,0.07,0.07,0.03,0.15075376884422112,3.0150753768844223,0.7537688442211056,0.2512562814070352,0.0
Thiago Silva,br BRA,BRA,DF,DEF,38.0,28.1,11.794661921708183,0.11,0.04,0.03,0.03,0.04,0.07117437722419928,3.6298932384341636,0.1779359430604982,0.14234875444839856,0.0
Nayef Aguerd,ma MAR,MAR,DF,DEF,27.0,20.6,11.741941747572813,0.05,0.0,0.07,0.07,0.01,0.48543689320388345,3.3009708737864076,0.14563106796116504,0.14563106796116504,0.04854368932038835
Emmanuel Gyasi,gh GHA,GHA,"DF,FW",FWD,29.0,20.9,11.717703349282298,0.05,0.1,0.17,0.17,0.07,0.7177033492822967,1.9617224880382778,2.870813397129187,0.3827751196172249,0.0
