team_A,team_B,P_team_A_wins,P_team_B_wins
URU,ESP,2.1110017255791124e-31,1.0
USA,ENG,1.1786569706858445e-31,1.0
SUI,FRA,1.0442110342971119e-31,1.0
SEN,GER,8.119937699137381e-32,1.0
CIV,ESP,8.095938596555926e-32,1.0
CAN,BRA,5.756469560212526e-32,1.0
ALG,BRA,5.574069126781785e-32,1.0
EGY,BRA,5.551275931401594e-32,1.0
KOR,NED,2.771504754603638e-32,1.0
PAR,MAR,2.506989096832109e-32,1.0
MEX,AUT,2.4144524791398264e-32,1.0
JOR,BRA,1.7642334558311828e-32,1.0
URU,GER,1.7505070692642147e-32,1.0
HAI,ARG,1.567564678178607e-32,1.0
PAN,POR,8.190476752141234e-33,1.0
CIV,GER,6.713399413120962e-33,1.0
UZB,ARG,3.7008934160005184e-33,1.0
GHA,ESP,2.86647745956777e-33,1.0
NZL,MAR,2.463585918992332e-33,1.0
KOR,BRA,2.2449499679013746e-33,1.0
RSA,MAR,2.1664114433757566e-33,1.0
CPV,ARG,1.684653620330346e-33,1.0
SEN,FRA,1.5083143672596337e-33,1.0
NOR,ESP,1.457961093572031e-33,1.0
TUN,BEL,6.3714132065844135e-34,1.0
URU,FRA,3.2516443603270808e-34,1.0
GHA,GER,2.3769706088152553e-34,1.0
USA,ESP,2.2231159785197123e-34,1.0
CIV,FRA,1.2470436551549127e-34,1.0
NOR,GER,1.208985843111941e-34,1.0
HAI,MAR,9.575080986203479e-35,1.0
MEX,ARG,5.40314364433099e-35,1.0
UZB,MAR,2.2605991748095906e-35,1.0
USA,GER,1.8434756300947162e-35,1.0
TUN,POR,1.44662066740747e-35,1.0
COL,ENG,1.065774341451346e-35,1.0
CPV,MAR,1.0290289818922422e-35,1.0
ECU,ENG,8.789824365855412e-36,1.0
PAR,BEL,7.509836684437722e-36,1.0
PAN,NED,7.43371952599981e-36,1.0
GHA,FRA,4.415328112937126e-36,1.0
NOR,FRA,2.2457447144858488e-36,1.0
NZL,BEL,7.379819853660829e-37,1.0
RSA,BEL,6.489615831040946e-37,1.0
PAN,BRA,6.021396277080444e-37,1.0
USA,FRA,3.424337576949854e-37,1.0
MEX,MAR,3.30037660931941e-37,1.0
CAN,ENG,2.711983119586939e-37,1.0
ALG,ENG,2.6260507801044004e-37,1.0
EGY,ENG,2.6153124689804774e-37,1.0
PAR,POR,1.7050981633612034e-37,1.0
JOR,ENG,8.311641886017703e-38,1.0
HAI,BEL,2.868273122428643e-38,1.0
COL,ESP,2.010203160804389e-38,1.0
NZL,POR,1.6755780194913479e-38,1.0
ECU,ESP,1.6578868561515857e-38,1.0
RSA,POR,1.4734584118664095e-38,1.0
TUN,NED,1.3129604817217244e-38,1.0
KOR,ENG,1.057638949286999e-38,1.0
UZB,BEL,6.771760847802211e-39,1.0
CPV,BEL,3.0825182316624516e-39,1.0
COL,GER,1.6669218224727013e-39,1.0
ECU,GER,1.3747703881849874e-39,1.0
TUN,BRA,1.0635127312702203e-39,1.0
HAI,POR,6.512374953780451e-40,1.0
CAN,ESP,5.115188860352843e-40,1.0
ALG,ESP,4.953108151778194e-40,1.0
EGY,ESP,4.932854157922782e-40,1.0
JOR,ESP,1.567694786871512e-40,1.0
PAR,NED,1.5475560085572666e-40,1.0
UZB,POR,1.5375190526095138e-40,1.0
MEX,BEL,9.886476716012193e-41,1.0
CPV,POR,6.998815548448374e-41,1.0
CAN,GER,4.2416707443537544e-41,1.0
ALG,GER,4.107268473283396e-41,1.0
EGY,GER,4.0904732433244977e-41,1.0
COL,FRA,3.0963810648463673e-41,1.0
ECU,FRA,2.5536968447464894e-41,1.0
KOR,ESP,1.9948586451718553e-41,1.0
NZL,NED,1.5207633716282063e-41,1.0
RSA,NED,1.337318558919863e-41,1.0
JOR,GER,1.2999803712213282e-41,1.0
PAR,BRA,1.2535377418946624e-41,1.0
PAN,ENG,2.836795172627111e-42,1.0
MEX,POR,2.244711036861597e-42,1.0
KOR,GER,1.6541976817182374e-42,1.0
NZL,BRA,1.2318354051716504e-42,1.0
RSA,BRA,1.0832430472775176e-42,1.0
CAN,FRA,7.879091148166329e-43,1.0
ALG,FRA,7.629432980875999e-43,1.0
EGY,FRA,7.598235097854124e-43,1.0
HAI,NED,5.910665559473618e-43,1.0
JOR,FRA,2.4147710779565662e-43,1.0
UZB,NED,1.3954603314138246e-43,1.0
CPV,NED,6.352161586658589e-44,1.0
HAI,BRA,4.787705464323963e-44,1.0
KOR,FRA,3.0727454102120223e-44,1.0
UZB,BRA,1.1303385357760432e-44,1.0
PAN,ESP,5.350602281158389e-45,1.0
CPV,BRA,5.145322203177223e-45,1.0
TUN,ENG,5.010412275269975e-45,1.0
MEX,NED,2.0373114740339393e-45,1.0
PAN,GER,4.436882738890012e-46,1.0
MEX,BRA,1.6502451675900837e-46,1.0
PAR,ENG,5.905656514334095e-47,1.0
TUN,ESP,9.450355671881796e-48,1.0
PAN,FRA,8.241706068292892e-48,1.0
NZL,ENG,5.803412647268065e-48,1.0
RSA,ENG,5.1033655748509994e-48,1.0
TUN,GER,7.836523395617794e-49,1.0
HAI,ENG,2.255579789832457e-49,1.0
PAR,ESP,1.1138914618241804e-49,1.0
UZB,ENG,5.3252414459569535e-50,1.0
CPV,ENG,2.4240598884253514e-50,1.0
TUN,FRA,1.4556689059611982e-50,1.0
NZL,ESP,1.0946068030783983e-50,1.0
RSA,ESP,9.62567891748604e-51,1.0
PAR,GER,9.236728017270413e-51,1.0
NZL,GER,9.07681374030042e-52,1.0
RSA,GER,7.981906782621962e-52,1.0
MEX,ENG,7.77462121682616e-52,1.0
HAI,ESP,4.2543467661204675e-52,1.0
PAR,FRA,1.715763111876857e-52,1.0
UZB,ESP,1.0044168610900772e-52,1.0
CPV,ESP,4.572124379590563e-53,1.0
HAI,GER,3.527834202576133e-53,1.0
NZL,FRA,1.6860583271333482e-53,1.0
RSA,FRA,1.4826745135784274e-53,1.0
UZB,GER,8.328931210816581e-54,1.0
CPV,GER,3.791345099840131e-54,1.0
MEX,ESP,1.466404991776984e-54,1.0
HAI,FRA,6.553108176705157e-55,1.0
UZB,FRA,1.547135837079912e-55,1.0
MEX,GER,1.2159877812538257e-55,1.0
CPV,FRA,7.042591331625348e-56,1.0
MEX,FRA,2.2587511244970216e-57,1.0
