nation,web_scraper_order,web_scraper_start_url,name,team_contract,best_position,club_position,team_contract2,birth_year,acceleration_type,total_stats,data,height,weight,joined,value,wage,release_clause,body_type,total_attacking,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,base_stats,name2,name3,name4,name5,playstyles,playstyles2,playstyles3,playstyles4,playstyles5,age,overall_rating,potential,best_overall,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,image,playstyles_+,growth,agility,heading_accuracy2,reactions,balance,shot_power,jumping,phone,foot,loan_date_end,attacking_work_rate,defensive_work_rate,real_face,team_contract4,weak_foot,skill_moves,international_reputation,image2,team_contract3,overall_rating2,short_passing2,dribbling2,ball_control2,sprint_speed2,penalties,stamina,strength,long_shots,aggression,name7,name6,name8,interceptions,attack_position
spain,1771705680-4,https://sofifa.com/squad/2418059,A. Laporte,Athletic Club,CB,LCB,2025 ~ 2028,1994,,1929,212218.0,"189cm 6'2""",86kg 190lbs,"Sep 11, 2025",€21M,€56K,€44.1M,Unique,311,357,292,348.0,327.0,249,45.0,405,CB,,,,Pinged pass,Long ball pass,Jockey,Aerial fortress,,31,82.0,82.0,82.0,58.0,45.0,84.0,84.0,40.0,65.0,61.0,69.0,81.0,81.0,46.0,55.0,https://cdn.sofifa.net/players/212/218/26_180.png,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-5,https://sofifa.com/squad/2418059,Marc Cucurella,Chelsea,LB,LB,2022 ~ 2028,1998,,2198,239231.0,"174cm 5'9""",71kg 157lbs,"Aug 5, 2022",€58M,€170K,€114.6M,Normal (170-185),352,379,405,382.0,378.0,252,50.0,462,LB,CM,,,Press proven,Relentless,One club player,,,26,85.0,86.0,85.0,81.0,61.0,73.0,82.0,55.0,78.0,79.0,63.0,79.0,80.0,78.0,77.0,https://cdn.sofifa.net/players/239/231/26_180.png,Jockey +,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-6,https://sofifa.com/squad/2418059,Rodri,Manchester City,CDM,CDM,2019 ~ 2027,1996,,2280,231866.0,"190cm 6'3""",82kg 181lbs,"Jul 4, 2019",€88M,€250K,€162.8M,Normal (185+),393,410,351,429.0,391.0,257,49.0,481,CDM,CM,,,Long ball pass,Aerial fortress,Press proven,Bruiser,Injury prone,29,89.0,89.0,89.0,76.0,74.0,80.0,92.0,71.0,81.0,86.0,64.0,90.0,89.0,65.0,65.0,https://cdn.sofifa.net/players/231/866/26_180.png,Tiki taka +,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-7,https://sofifa.com/squad/2418059,Pedri,FC Barcelona,CM,LDM,2020 ~ 2030,2002,,2247,251854.0,"174cm 5'9""",60kg 132lbs,"Aug 4, 2020",€165M,€180K,€350.6M,Lean (170-185),351,414,423,390.0,385.0,238,46.0,483,CM,CM,,,Long ball pass,Tiki taka,Inventive,Technical,Relentless,22,90.0,93.0,92.0,76.0,77.0,50.0,92.0,56.0,90.0,83.0,62.0,88.0,91.0,79.0,76.0,https://cdn.sofifa.net/players/251/854/26_180.png,First touch +,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-8,https://sofifa.com/squad/2418059,Fabián Ruiz,Paris Saint-Germain,CM,LCM,2022 ~ 2027,1996,,2143,226271.0,"189cm 6'2""",70kg 154lbs,"Aug 31, 2022",€52.5M,€130K,€97.1M,Lean (185+),368,387,340,381.0,382.0,225,60.0,446,CM,CM,,,Long ball pass,Tiki taka,First touch,,,29,85.0,85.0,85.0,72.0,76.0,68.0,85.0,67.0,82.0,75.0,61.0,83.0,86.0,61.0,61.0,https://cdn.sofifa.net/players/226/271/26_180.png,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-9,https://sofifa.com/squad/2418059,Lamine Yamal,FC Barcelona,CAM,RM,2022 ~ 2031,2007,,2028,277643.0,"180cm 5'11""",72kg 159lbs,"Jul 1, 2022",€147M,€100K,€330.8M,Lean (170-185),363,424,437,366.0,314.0,78,46.0,432,RM,,RM,,Gamechanger,Incisive pass,Inventive,First touch,Quick step,17,89.0,95.0,91.0,89.0,83.0,33.0,88.0,70.0,92.0,89.0,69.0,84.0,90.0,88.0,84.0,https://cdn.sofifa.net/players/277/643/26_180.png,Technical +,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-10,https://sofifa.com/squad/2418059,Oyarzabal,Real Sociedad,CF,ST,2014 ~ 2028,1997,,2103,230142.0,"181cm 5'11""",78kg 172lbs,"Jul 1, 2014",€31M,€59K,€65.1M,Normal (170-185),403,396,387,392.0,351.0,124,50.0,436,ST,,,,Injury prone,,,,,28,82.0,82.0,83.0,78.0,84.0,76.0,84.0,81.0,83.0,78.0,76.0,75.0,84.0,76.0,74.0,https://cdn.sofifa.net/players/230/142/26_180.png,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-11,https://sofifa.com/squad/2418059,Nico Williams,Athletic Club,RM,LM,2020 ~ 2035,2002,,2076,256516.0,"181cm 5'11""",67kg 148lbs,"Jul 1, 2020",€94.5M,€70K,€205.5M,Lean (170-185),370,401,444,372.0,335.0,94,60.0,441,LM,,RM,,Gamechanger,Inventive,Quick step,Relentless,,22,86.0,89.0,87.0,82.0,80.0,62.0,82.0,64.0,88.0,81.0,72.0,75.0,85.0,94.0,92.0,https://cdn.sofifa.net/players/256/516/26_180.png,Rapid +,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-12,https://sofifa.com/squad/2418059,David Raya,Arsenal,GK,GK,2024 ~ 2028,1995,,1460,220901.0,"183cm 6'0""",75kg 165lbs,"Jul 4, 2024",€54.5M,€145K,€100.8M,Normal (170-185),133,162,320,212.0,149.0,55,429.0,491,GK,,,,One club player,,,,,29,87.0,87.0,87.0,12.0,19.0,20.0,62.0,20.0,19.0,18.0,15.0,67.0,43.0,64.0,59.0,https://cdn.sofifa.net/players/220/901/26_180.png,Cross claimer +,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-13,https://sofifa.com/squad/2418059,Pedro Porro,Tottenham Hotspur,RWB,RB,2023 ~ 2028,1999,,2207,243576.0,"173cm 5'8""",69kg 152lbs,"Jul 1, 2023",€37M,€105K,€73.1M,Normal (170-185),368,402,387,395.0,375.0,232,48.0,465,RB,,RM,,Long ball pass,Tiki taka,Whipped pass,Block,Relentless,25,82.0,85.0,84.0,87.0,68.0,69.0,80.0,64.0,80.0,85.0,78.0,78.0,81.0,78.0,78.0,https://cdn.sofifa.net/players/243/576/26_180.png,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-14,https://sofifa.com/squad/2418059,Eric García,FC Barcelona,CB,LCB,2021 ~ 2031,2001,,2060,245037.0,"182cm 6'0""",76kg 168lbs,"Jul 1, 2021",€44.5M,€95K,€94.6M,Normal (170-185),347,332,375,356.0,352.0,248,50.0,448,CB,,RM,,Incisive pass,Long ball pass,Anticipate,,,24,83.0,86.0,85.0,67.0,56.0,79.0,85.0,60.0,71.0,67.0,31.0,81.0,82.0,77.0,80.0,https://cdn.sofifa.net/players/245/037/26_180.png,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-15,https://sofifa.com/squad/2418059,D. Huijsen,Real Madrid,CB,LCB,2025 ~ 2030,2005,,1995,278349.0,"196cm 6'5""",86kg 190lbs,"Jun 1, 2025",€56M,€125K,€126M,Lean (185+),303,352,309,366.0,364.0,246,55.0,429,CB,,,,Block,Slide tackle,Aerial fortress,,,20,82.0,89.0,85.0,50.0,44.0,83.0,85.0,41.0,73.0,65.0,49.0,83.0,82.0,68.0,74.0,https://cdn.sofifa.net/players/278/349/26_180.png,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-16,https://sofifa.com/squad/2418059,Grimaldo,Bayer 04 Leverkusen,LM,LM,2023 ~ 2027,1995,,2235,210035.0,"171cm 5'7""",68kg 150lbs,"Jul 1, 2023",€53M,€120K,€90.1M,Lean (170-185),375,437,399,379.0,375.0,220,50.0,461,LM,,,,Whipped pass,Inventive,First touch,,,29,85.0,85.0,85.0,91.0,73.0,62.0,86.0,63.0,84.0,89.0,92.0,86.0,86.0,76.0,68.0,https://cdn.sofifa.net/players/210/035/26_180.png,Dead ball +,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-17,https://sofifa.com/squad/2418059,Zubimendi,Arsenal,CM,CDM,2025 ~ 2030,1999,,2174,248148.0,"181cm 5'11""",74kg 163lbs,"Jul 6, 2025",€60M,€180K,€115.5M,Normal (170-185),371,384,367,386.0,372.0,242,52.0,455,CDM,CM,,,Aerial fortress,,,,,26,85.0,87.0,86.0,73.0,69.0,72.0,87.0,70.0,79.0,77.0,56.0,86.0,86.0,67.0,66.0,https://cdn.sofifa.net/players/248/148/26_180.png,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-18,https://sofifa.com/squad/2418059,Fermín,FC Barcelona,CAM,CAM,2023 ~ 2031,2003,,2135,277179.0,"174cm 5'9""",64kg 141lbs,"Jul 1, 2023",€53M,€100K,€112.6M,Lean (170-185),374,383,402,371.0,376.0,185,44.0,446,CAM,CM,,,Incisive pass,Pinged pass,,,,22,83.0,87.0,86.0,70.0,80.0,76.0,81.0,67.0,82.0,69.0,69.0,78.0,85.0,78.0,76.0,https://cdn.sofifa.net/players/277/179/26_180.png,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-19,https://sofifa.com/squad/2418059,Mikel Merino,Arsenal,CM,SUB,2024 ~ 2028,1996,,2214,225193.0,"189cm 6'2""",83kg 183lbs,"Aug 27, 2024",€35.5M,€160K,€65.7M,Normal (185+),386,395,337,406.0,397.0,236,57.0,463,CM,CM,,,Precision header,Aerial fortress,Relentless,,,29,83.0,83.0,83.0,77.0,80.0,87.0,84.0,58.0,82.0,80.0,69.0,80.0,84.0,64.0,63.0,https://cdn.sofifa.net/players/225/193/26_180.png,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-20,https://sofifa.com/squad/2418059,Dani Olmo,FC Barcelona,CAM,SUB,2024 ~ 2030,1998,,2066,244260.0,"179cm 5'10""",72kg 159lbs,"Jul 1, 2024",€48.5M,€130K,€103.1M,Lean (170-185),363,401,408,341.0,346.0,141,66.0,428,CAM,CM,,,Gamechanger,Incisive pass,Tiki taka,Technical,First touch,27,84.0,85.0,84.0,76.0,79.0,43.0,85.0,80.0,85.0,75.0,75.0,80.0,86.0,78.0,71.0,https://cdn.sofifa.net/players/244/260/26_180.png,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-21,https://sofifa.com/squad/2418059,Ferran Torres,FC Barcelona,ST,ST,2022 ~ 2027,2000,,2110,241461.0,"184cm 6'0""",80kg 176lbs,"Jan 1, 2022",€53.5M,€130K,€113.7M,Lean (170-185),414,380,415,406.0,339.0,97,59.0,443,ST,,,,Technical,,,,,25,84.0,86.0,86.0,80.0,86.0,82.0,82.0,84.0,83.0,76.0,60.0,77.0,84.0,86.0,82.0,https://cdn.sofifa.net/players/241/461/26_180.png,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-22,https://sofifa.com/squad/2418059,Álex Baena,Atlético Madrid,CAM,LM,2025 ~ 2030,2001,,2165,257279.0,"175cm 5'9""",70kg 154lbs,"Jul 2, 2025",€55M,€75K,€119.6M,Lean (170-185),376,407,396,362.0,379.0,197,48.0,456,LM,,,,Incisive pass,Long ball pass,Tiki taka,Inventive,Technical,23,83.0,88.0,86.0,85.0,77.0,58.0,87.0,69.0,82.0,78.0,80.0,83.0,84.0,79.0,79.0,https://cdn.sofifa.net/players/257/279/26_180.png,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-23,https://sofifa.com/squad/2418059,Álex Remiro,Real Sociedad,GK,GK,2019 ~ 2027,1995,,1323,227127.0,"191cm 6'3""",79kg 174lbs,"Jul 1, 2019",€23M,€34K,€50M,Lean (185+),89,105,278,255.0,139.0,49,408.0,453,GK,,,,Far throw,Footwork,,,,30,82.0,83.0,82.0,12.0,13.0,13.0,36.0,15.0,19.0,14.0,17.0,29.0,26.0,44.0,46.0,https://cdn.sofifa.net/players/227/127/26_180.png,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-24,https://sofifa.com/squad/2418059,Vivian,Athletic Club,CB,RCB,2019 ~ 2032,1999,,1929,248550.0,"183cm 6'0""",78kg 172lbs,"Jul 1, 2019",€43M,€56K,€93.5M,Normal (170-185),313,263,377,347.0,332.0,250,47.0,427,CB,,,,Intercept,,,,,25,83.0,86.0,86.0,51.0,52.0,80.0,79.0,51.0,70.0,28.0,22.0,70.0,73.0,79.0,76.0,https://cdn.sofifa.net/players/248/550/26_180.png,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-25,https://sofifa.com/squad/2418059,Pablo Barrios,Atlético Madrid,CM,RCM,2022 ~ 2030,2003,,2136,272449.0,"183cm 6'0""",75kg 165lbs,"Oct 29, 2022",€55.5M,€75K,€120.7M,Normal (170-185),332,368,401,384.0,375.0,224,52.0,466,CM,CM,,,Tiki taka,Intercept,Press proven,Relentless,,22,83.0,88.0,84.0,66.0,70.0,55.0,86.0,55.0,83.0,66.0,53.0,82.0,84.0,81.0,82.0,https://cdn.sofifa.net/players/272/449/26_180.png,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,1771705680-26,https://sofifa.com/squad/2418059,Borja Iglesias,RC Celta,ST,ST,2025 ~ 2028,1993,,1969,224179.0,"187cm 6'2""",86kg 190lbs,"Aug 12, 2025",€17M,€40K,€35.7M,Normal (185+),373,345,324,394.0,359.0,103,71.0,406,ST,,,,,,,,,32,80.0,80.0,80.0,54.0,83.0,83.0,78.0,75.0,74.0,51.0,68.0,72.0,80.0,59.0,65.0,https://cdn.sofifa.net/players/224/179/26_180.png,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-1,https://sofifa.com/squad/2415734,G. Kobel,Borussia Dortmund,GK,GK,2021 ~ 2028,1997,,1254,235073.0,"195cm 6'5""",88kg 194lbs,"Jul 1, 2021",€66.5M,€52K,€118M,Normal (185+),85,116,240,242.0,119.0,45,407.0,451,,,GK,,Deflector,,,,,27,86.0,89.0,86.0,13.0,10.0,13.0,39.0,10.0,24.0,13.0,12.0,33.0,34.0,38.0,52.0,https://cdn.sofifa.net/players/235/073/26_180.png,,3.0,37.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-2,https://sofifa.com/squad/2415734,S. Widmer,1. FSV Mainz 05,RB,SUB,2021 ~ 2026,1993,,1970,216158.0,"183cm 6'0""",80kg 176lbs,"Jul 9, 2021",€2.1M,€21K,€3.6M,Normal (170-185),319,337,365,360.0,335.0,210,44.0,419,RM,LM,RB,,,,,,,32,73.0,73.0,73.0,70.0,59.0,72.0,70.0,48.0,69.0,70.0,56.0,70.0,72.0,72.0,74.0,https://cdn.sofifa.net/players/216/158/26_180.png,,0.0,75.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-3,https://sofifa.com/squad/2415734,N. Elvedi,Borussia Mönchengladbach,CB,CB,2015 ~ 2027,1996,,1778,221491.0,"189cm 6'2""",84kg 185lbs,"Jul 1, 2015",€6.5M,€27K,€11.1M,Normal (185+),267,268,331,326.0,299.0,232,55.0,389,,,CB,,Slide tackle,,,,,28,76.0,76.0,76.0,65.0,30.0,75.0,67.0,30.0,62.0,45.0,29.0,64.0,68.0,68.0,71.0,https://cdn.sofifa.net/players/221/491/26_180.png,,0.0,64.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-4,https://sofifa.com/squad/2415734,M. Akanji,Inter,CB,CB,"Jun 30, 2026 On loan",1995,,1964,229237.0,"186cm 6'1""",91kg 201lbs,"Sep 1, 2022",€30.5M,€145K,€0,Unique,295,342,357,361.0,306.0,256,47.0,435,,,CB,,,,,,,29,83.0,83.0,83.0,55.0,38.0,79.0,81.0,42.0,74.0,54.0,59.0,78.0,77.0,74.0,79.0,https://cdn.sofifa.net/players/229/237/26_180.png,,0.0,66.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-5,https://sofifa.com/squad/2415734,M. Muheim,Hamburger SV,LB,LM,2022 ~ 2027,1998,,2027,232839.0,"182cm 6'0""",77kg 170lbs,"Mar 20, 2022",€6M,€22K,€11.3M,Lean (170-185),321,367,360,375.0,337.0,217,50.0,429,,LM,LB,,Dead ball,Long ball pass,Whipped pass,,,27,75.0,76.0,75.0,74.0,62.0,59.0,75.0,51.0,74.0,74.0,73.0,72.0,74.0,77.0,70.0,https://cdn.sofifa.net/players/232/839/26_180.png,,1.0,72.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-6,https://sofifa.com/squad/2415734,G. Xhaka,Sunderland,CDM,RDM,2025 ~ 2028,1992,,2134,199503.0,"186cm 6'1""",80kg 176lbs,"Jul 30, 2025",€36M,€105K,€68.4M,Normal (185+),360,405,291,405.0,393.0,234,46.0,441,,,CDM,,Power shot,Incisive pass,Aerial fortress,,,32,85.0,85.0,85.0,77.0,67.0,72.0,89.0,55.0,73.0,82.0,78.0,90.0,82.0,40.0,53.0,https://cdn.sofifa.net/players/199/503/26_180.png,,0.0,51.0,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-7,https://sofifa.com/squad/2415734,R. Freuler,Bologna,CDM,RDM,2023 ~ 2026,1992,,2065,202024.0,"180cm 5'11""",77kg 170lbs,"Sep 1, 2023",€15M,€65K,€25.5M,Normal (170-185),334,368,330,369.0,368.0,240,56.0,435,,,CDM,,Intercept,Anticipate,Relentless,,,33,82.0,82.0,82.0,65.0,70.0,48.0,83.0,68.0,76.0,61.0,70.0,78.0,83.0,63.0,53.0,https://cdn.sofifa.net/players/202/024/26_180.png,,0.0,67.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-8,https://sofifa.com/squad/2415734,J. Manzambi,SC Freiburg,CAM,LDM,2024 ~ 2030,2005,,1907,276694.0,"183cm 6'0""",75kg 165lbs,"Jul 1, 2024",€9M,€17K,€17.1M,Normal (170-185),320,316,384,346.0,321.0,172,48.0,416,,,CAM,ST,,,,,,19,74.0,85.0,76.0,58.0,68.0,59.0,76.0,59.0,82.0,52.0,39.0,67.0,76.0,81.0,74.0,https://cdn.sofifa.net/players/276/694/26_180.png,,11.0,80.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-9,https://sofifa.com/squad/2415734,R. Vargas,Sevilla FC,LM,RES,2025 ~ 2029,1998,,2039,238581.0,"179cm 5'10""",68kg 150lbs,"Jan 10, 2025",€15.5M,€33K,€32.6M,Lean (170-185),347,366,431,374.0,324.0,156,41.0,436,,LM,LM,,Quick step,,,,,26,78.0,78.0,78.0,75.0,70.0,66.0,74.0,62.0,79.0,68.0,73.0,69.0,77.0,88.0,88.0,https://cdn.sofifa.net/players/238/581/26_180.png,,0.0,91.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-10,https://sofifa.com/squad/2415734,B. Embolo,Stade Rennais FC,ST,LS,2025 ~ 2029,1997,,1992,222357.0,"187cm 6'2""",88kg 194lbs,"Sep 2, 2025",€11M,€31K,€20.9M,Stocky (185+),359,345,364,394.0,342.0,143,45.0,429,,,ST,ST,Enforcer,,,,,28,77.0,77.0,77.0,63.0,73.0,74.0,75.0,74.0,74.0,68.0,58.0,69.0,76.0,73.0,82.0,https://cdn.sofifa.net/players/222/357/26_180.png,,0.0,67.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-11,https://sofifa.com/squad/2415734,D. Ndoye,Nottingham Forest,RM,SUB,2025 ~ 2030,2000,,2043,257980.0,"184cm 6'0""",79kg 174lbs,"Jul 31, 2025",€19M,€70K,€37.5M,Normal (170-185),341,356,411,356.0,327.0,191,61.0,440,RM,LM,LM,,Incisive pass,Rapid,Quick step,,,24,78.0,81.0,79.0,76.0,74.0,53.0,71.0,67.0,82.0,74.0,57.0,63.0,80.0,86.0,92.0,https://cdn.sofifa.net/players/257/980/26_180.png,,3.0,84.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-12,https://sofifa.com/squad/2415734,M. Keller,BSC Young Boys,GK,GK,2023 ~ 2028,2002,,1041,256726.0,"189cm 6'2""",87kg 192lbs,"Feb 13, 2023",€4.6M,€8K,€7.8M,Normal (185+),72,76,202,208.0,80.0,43,360.0,398,,,GK,,,,,,,22,72.0,81.0,72.0,16.0,7.0,15.0,28.0,6.0,14.0,15.0,12.0,24.0,11.0,38.0,39.0,https://cdn.sofifa.net/players/256/726/26_180.png,,9.0,28.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-13,https://sofifa.com/squad/2415734,Z. Athekame,AC Milan,RB,SUB,2025 ~ 2030,2004,,1566,279782.0,"181cm 5'11""",74kg 163lbs,"Aug 15, 2025",€1.6M,€8K,€3.7M,Lean (170-185),220,235,362,279.0,233.0,180,57.0,349,RM,,RB,,,,,,,20,65.0,78.0,65.0,58.0,24.0,55.0,58.0,25.0,61.0,36.0,30.0,45.0,63.0,81.0,82.0,https://cdn.sofifa.net/players/279/782/26_180.png,,13.0,71.0,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-14,https://sofifa.com/squad/2415734,A. Amenda,Eintracht Frankfurt,CB,SUB,2024 ~ 2029,2003,,1499,270846.0,"194cm 6'4""",90kg 198lbs,"Jul 1, 2024",€4.9M,€15K,€9.3M,Stocky (185+),221,218,274,272.0,253.0,214,47.0,341,,,CB,,Aerial fortress,Bruiser,,,,21,72.0,80.0,74.0,40.0,23.0,62.0,69.0,27.0,42.0,26.0,23.0,67.0,60.0,71.0,65.0,https://cdn.sofifa.net/players/270/846/26_180.png,,8.0,35.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-15,https://sofifa.com/squad/2415734,L. Jaquez,VfB Stuttgart,CB,SUB,2025 ~ 2029,2003,,1661,266685.0,"187cm 6'2""",80kg 176lbs,"Feb 3, 2025",€3.9M,€19K,€7.4M,Normal (185+),250,256,316,293.0,274.0,210,62.0,364,,,CB,,,,,,,22,71.0,79.0,73.0,38.0,45.0,68.0,68.0,31.0,60.0,32.0,33.0,63.0,68.0,60.0,68.0,https://cdn.sofifa.net/players/266/685/26_180.png,,8.0,59.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-16,https://sofifa.com/squad/2415734,R. Rodríguez,Real Betis Balompié,LB,LB,2024 ~ 2026,1992,,2093,193352.0,"180cm 5'11""",78kg 172lbs,"Aug 6, 2024",€2.9M,€23K,€6.1M,Normal (170-185),341,387,340,378.0,367.0,214,66.0,427,,LM,LB,,Injury prone,,,,,32,74.0,74.0,74.0,82.0,58.0,60.0,75.0,66.0,73.0,82.0,78.0,78.0,76.0,67.0,66.0,https://cdn.sofifa.net/players/193/352/26_180.png,,0.0,63.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-17,https://sofifa.com/squad/2415734,A. Jashari,AC Milan,CDM,RES,2025 ~ 2030,2002,,2080,257186.0,"181cm 5'11""",81kg 179lbs,"Aug 7, 2025",€22.5M,€35K,€42.8M,Lean (170-185),337,347,382,398.0,353.0,216,47.0,444,,,CDM,,Relentless,,,,,22,77.0,86.0,78.0,68.0,64.0,62.0,80.0,63.0,70.0,64.0,62.0,76.0,75.0,77.0,74.0,https://cdn.sofifa.net/players/257/186/26_180.png,,9.0,77.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-18,https://sofifa.com/squad/2415734,M. Aebischer,Pisa,CM,LCM,"Jun 30, 2026 On loan",1997,,2011,236898.0,"183cm 6'0""",78kg 172lbs,"Jul 1, 2022",€4.2M,€39K,€0,Lean (170-185),328,355,353,357.0,335.0,225,58.0,424,,,CM,,,,,,,28,74.0,74.0,74.0,68.0,66.0,62.0,75.0,57.0,73.0,67.0,65.0,72.0,78.0,73.0,61.0,https://cdn.sofifa.net/players/236/898/26_180.png,,0.0,75.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-19,https://sofifa.com/squad/2415734,F. Rieder,FC Augsburg,CAM,RAM,2025 ~ 2030,2002,,1901,259306.0,"179cm 5'10""",74kg 163lbs,"Sep 1, 2025",€8.5M,€25K,€17M,Lean (170-185),279,372,376,338.0,321.0,157,58.0,403,RM,,CAM,,Incisive pass,Long ball pass,Whipped pass,,,23,74.0,81.0,76.0,54.0,70.0,38.0,75.0,42.0,74.0,75.0,74.0,74.0,75.0,75.0,73.0,https://cdn.sofifa.net/players/259/306/26_180.png,,7.0,79.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-20,https://sofifa.com/squad/2415734,C. Fassnacht,BSC Young Boys,RM,RM,2025 ~ 2027,1993,,1854,234913.0,"185cm 6'1""",77kg 170lbs,"Jan 1, 2025",€2.5M,€19K,€3.8M,Normal (185+),354,347,361,369.0,278.0,89,56.0,392,RM,LM,RM,ST,,,,,,31,73.0,73.0,73.0,68.0,72.0,73.0,69.0,72.0,74.0,63.0,68.0,68.0,74.0,76.0,76.0,https://cdn.sofifa.net/players/234/913/26_180.png,,0.0,74.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-21,https://sofifa.com/squad/2415734,C. Itten,Fortuna Düsseldorf,ST,ST,2025 ~ 2027,1996,,1797,233139.0,"190cm 6'3""",84kg 185lbs,"Jul 28, 2025",€1.6M,€9K,€2.6M,Normal (185+),335,290,332,397.0,303.0,99,41.0,380,,,ST,ST,Enforcer,,,,,28,70.0,70.0,70.0,62.0,68.0,76.0,62.0,67.0,64.0,50.0,51.0,59.0,66.0,68.0,68.0,https://cdn.sofifa.net/players/233/139/26_180.png,,0.0,64.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-22,https://sofifa.com/squad/2415734,J. Almada Monteiro,BSC Young Boys,ST,LM,2021 ~ 2026,1999,,1861,258924.0,"191cm 6'3""",81kg 179lbs,"Mar 1, 2021",€3.6M,€17K,€5.7M,Normal (185+),329,312,369,382.0,298.0,133,38.0,412,RM,LM,LM,ST,Relentless,,,,,25,73.0,74.0,74.0,60.0,74.0,72.0,69.0,54.0,74.0,58.0,40.0,65.0,75.0,80.0,82.0,https://cdn.sofifa.net/players/258/924/26_180.png,,1.0,71.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
